transit_date,station_complex_id,station_ridership,inside_zone
1/26/2024,323,8137,1
1/26/2024,147,6877,0
1/26/2024,165,14340,1
1/26/2024,277,10790,1
1/26/2024,440,5938,0
1/26/2024,158,7922,0
1/26/2024,610,88638,1
1/26/2024,437,1925,0
1/26/2024,602,64876,1
1/26/2024,619,26890,1
1/26/2024,394,6470,0
1/26/2024,153,17639,0
1/26/2024,635,14611,1
1/26/2024,8,8964,0
1/26/2024,119,18915,1
1/26/2024,296,3229,0
1/26/2024,624,33482,1
1/26/2024,10,14814,1
1/26/2024,307,11861,0
1/26/2024,319,8190,1
1/26/2024,146,6318,0
1/26/2024,13,8091,1
1/26/2024,160,6693,0
1/26/2024,405,15921,1
1/26/2024,439,8487,0
1/26/2024,305,8096,0
1/26/2024,396,12585,0
1/26/2024,301,6383,0
1/26/2024,625,20389,1
1/26/2024,404,13317,1
1/26/2024,329,4253,1
1/26/2024,169,11513,1
1/26/2024,333,10382,1
1/26/2024,622,16945,1
1/26/2024,441,4468,0
1/26/2024,614,45468,1
1/26/2024,306,6021,0
1/26/2024,232,11840,1
1/26/2024,16,11594,1
1/26/2024,14,11544,1
1/26/2024,145,3019,0
1/26/2024,321,5094,1
1/26/2024,167,31170,1
1/26/2024,471,14068,1
1/26/2024,476,15874,0
1/26/2024,155,5489,0
1/26/2024,316,13915,1
1/26/2024,611,123287,1
1/26/2024,613,36781,1
1/26/2024,393,7407,0
1/26/2024,223,6951,0
1/26/2024,612,35894,1
1/26/2024,312,10619,0
1/26/2024,327,10903,1
1/26/2024,168,8744,1
1/26/2024,150,1693,0
1/26/2024,309,8669,0
1/26/2024,607,66484,1
1/26/2024,601,30718,1
1/26/2024,103,2647,1
1/26/2024,414,13572,1
1/26/2024,318,42978,1
1/26/2024,313,27997,0
1/26/2024,413,9217,1
1/26/2024,326,3843,1
1/26/2024,222,3227,0
1/27/2024,165,11458,1
1/27/2024,333,6233,1
1/27/2024,625,19164,1
1/27/2024,319,5177,1
1/27/2024,610,47078,1
1/27/2024,144,2860,0
1/27/2024,624,28024,1
1/27/2024,228,10095,1
1/27/2024,403,12710,1
1/27/2024,436,1209,0
1/27/2024,395,4548,0
1/27/2024,310,17617,0
1/27/2024,405,9887,1
1/27/2024,17,11164,1
1/27/2024,103,2951,1
1/27/2024,325,1786,1
1/27/2024,440,4184,0
1/27/2024,437,1091,0
1/27/2024,118,5720,1
1/27/2024,312,7295,0
1/27/2024,299,2954,0
1/27/2024,441,3025,0
1/27/2024,623,26774,1
1/27/2024,158,5294,0
1/27/2024,622,8505,1
1/27/2024,303,5195,0
1/27/2024,232,12158,1
1/27/2024,607,52475,1
1/27/2024,309,6283,0
1/27/2024,160,6508,0
1/27/2024,413,3371,1
1/27/2024,296,2090,0
1/27/2024,222,2393,0
1/27/2024,329,11,1
1/27/2024,224,1,1
1/27/2024,300,3071,0
1/27/2024,328,40,1
1/27/2024,8,6141,0
1/27/2024,304,4943,0
1/27/2024,22,4637,1
1/27/2024,20,2695,1
1/27/2024,152,1668,0
1/27/2024,298,2807,0
1/27/2024,327,4701,1
1/27/2024,635,8890,1
1/27/2024,326,2193,1
1/27/2024,220,1050,0
1/27/2024,145,1931,0
1/27/2024,393,5365,0
1/27/2024,169,8796,1
1/27/2024,475,7315,0
1/27/2024,156,2367,0
1/27/2024,168,7792,1
1/27/2024,311,8101,0
1/27/2024,619,24507,1
1/27/2024,397,21908,0
1/27/2024,146,4479,0
1/27/2024,10,15141,1
1/27/2024,476,12607,0
1/27/2024,305,5439,0
1/27/2024,301,4404,0
1/27/2024,14,11643,1
1/27/2024,407,12334,1
1/27/2024,611,93608,1
1/27/2024,438,4384,0
1/27/2024,151,10809,0
1/27/2024,320,6612,1
1/27/2024,307,7581,0
1/27/2024,396,6861,0
1/27/2024,409,10312,1
1/27/2024,225,15816,1
1/27/2024,306,4139,0
1/27/2024,234,9205,1
1/27/2024,153,12361,0
1/27/2024,164,41225,1
1/27/2024,149,1753,0
1/27/2024,119,13844,1
1/27/2024,399,8401,0
1/27/2024,404,9170,1
1/27/2024,107,2749,1
1/27/2024,147,4473,0
1/27/2024,324,4109,1
1/27/2024,223,3738,0
1/27/2024,13,8252,1
1/27/2024,155,4058,0
1/27/2024,167,30256,1
1/27/2024,276,8558,1
1/27/2024,394,4195,0
1/27/2024,601,21442,1
1/27/2024,162,14453,1
1/27/2024,618,24010,1
1/27/2024,477,10930,0
1/27/2024,157,4561,0
1/27/2024,313,21387,0
1/27/2024,143,3930,0
1/27/2024,314,9381,0
1/27/2024,612,22144,1
1/27/2024,613,22285,1
1/27/2024,609,15127,1
1/27/2024,392,8593,0
1/27/2024,316,7847,1
1/27/2024,9,18172,1
1/27/2024,414,4587,1
1/27/2024,159,8717,0
1/27/2024,154,2953,0
1/27/2024,297,838,0
1/27/2024,323,7471,1
1/27/2024,398,13720,0
1/27/2024,439,5672,0
1/27/2024,308,7327,0
1/27/2024,231,15156,1
1/27/2024,150,1158,0
1/27/2024,321,3341,1
1/27/2024,16,12860,1
1/27/2024,471,218,1
1/27/2024,628,31095,1
1/27/2024,602,54359,1
1/27/2024,605,9490,0
1/27/2024,277,8283,1
1/27/2024,318,28396,1
1/27/2024,614,35204,1
1/28/2024,22,2900,1
1/28/2024,151,7703,0
1/28/2024,146,3103,0
1/28/2024,298,1816,0
1/28/2024,313,16448,0
1/28/2024,307,5013,0
1/28/2024,607,34932,1
1/28/2024,438,3156,0
1/28/2024,407,8730,1
1/28/2024,8,3266,0
1/28/2024,628,19754,1
1/28/2024,225,9800,1
1/28/2024,309,4592,0
1/28/2024,157,3221,0
1/28/2024,441,2116,0
1/28/2024,328,24,1
1/28/2024,306,3118,0
1/28/2024,165,7381,1
1/28/2024,323,5456,1
1/28/2024,440,3181,0
1/28/2024,119,9305,1
1/28/2024,318,20139,1
1/28/2024,319,3912,1
1/28/2024,635,4752,1
1/28/2024,610,30719,1
1/28/2024,232,8638,1
1/28/2024,437,772,0
1/28/2024,395,3918,0
1/28/2024,409,6136,1
1/28/2024,414,2849,1
1/28/2024,147,3205,0
1/28/2024,314,7375,0
1/28/2024,224,2,1
1/28/2024,222,1695,0
1/28/2024,329,32,1
1/28/2024,14,7587,1
1/28/2024,17,6560,1
1/28/2024,297,591,0
1/28/2024,296,1292,0
1/28/2024,325,1160,1
1/28/2024,155,2783,0
1/28/2024,300,2341,0
1/28/2024,392,6204,0
1/28/2024,618,16335,1
1/28/2024,234,6342,1
1/28/2024,299,1838,0
1/28/2024,624,17096,1
1/28/2024,623,17037,1
1/28/2024,611,67339,1
1/28/2024,403,8515,1
1/28/2024,220,684,0
1/28/2024,156,1960,0
1/28/2024,398,8874,0
1/28/2024,20,1374,1
1/28/2024,320,5023,1
1/28/2024,103,2060,1
1/28/2024,399,4910,0
1/28/2024,393,3588,0
1/28/2024,228,6521,1
1/28/2024,471,34,1
1/28/2024,326,1599,1
1/28/2024,316,6341,1
1/28/2024,605,6641,0
1/28/2024,601,14017,1
1/28/2024,622,4750,1
1/28/2024,612,14114,1
1/28/2024,475,5052,0
1/28/2024,619,16036,1
1/28/2024,324,2998,1
1/28/2024,13,5789,1
1/28/2024,477,7272,0
1/28/2024,310,13157,0
1/28/2024,162,11284,1
1/28/2024,145,1312,0
1/28/2024,308,5216,0
1/28/2024,614,23440,1
1/28/2024,107,1683,1
1/28/2024,625,13690,1
1/28/2024,143,2591,0
1/28/2024,305,4242,0
1/28/2024,405,6524,1
1/28/2024,10,10465,1
1/28/2024,154,2531,0
1/28/2024,150,863,0
1/28/2024,169,5712,1
1/28/2024,276,5966,1
1/28/2024,609,8746,1
1/28/2024,152,1143,0
1/28/2024,9,12784,1
1/28/2024,327,2932,1
1/28/2024,159,8058,0
1/28/2024,333,4355,1
1/28/2024,158,3333,0
1/28/2024,311,6415,0
1/28/2024,153,8370,0
1/28/2024,167,20349,1
1/28/2024,231,10301,1
1/28/2024,144,1801,0
1/28/2024,404,6523,1
1/28/2024,602,34994,1
1/28/2024,312,5835,0
1/28/2024,118,3703,1
1/28/2024,160,3642,0
1/28/2024,301,3030,0
1/28/2024,436,870,0
1/28/2024,613,14088,1
1/28/2024,321,2591,1
1/28/2024,394,2833,0
1/28/2024,396,4919,0
1/28/2024,303,3776,0
1/28/2024,168,5110,1
1/28/2024,304,3533,0
1/28/2024,164,29491,1
1/28/2024,277,6084,1
1/28/2024,439,4217,0
1/28/2024,413,2325,1
1/28/2024,149,1346,0
1/28/2024,397,14311,0
1/28/2024,223,2502,0
1/28/2024,476,8001,0
1/28/2024,16,8550,1
1/29/2024,301,6499,0
1/29/2024,439,7488,0
1/29/2024,13,7051,1
1/29/2024,304,5787,0
1/29/2024,395,7706,0
1/29/2024,623,26509,1
1/29/2024,147,6731,0
1/29/2024,151,15437,0
1/29/2024,405,20260,1
1/29/2024,310,22995,0
1/29/2024,153,16998,0
1/29/2024,308,7956,0
1/29/2024,316,13996,1
1/29/2024,471,15382,1
1/29/2024,403,18138,1
1/29/2024,611,115432,1
1/29/2024,624,36428,1
1/29/2024,225,32613,1
1/29/2024,234,9763,1
1/29/2024,613,36644,1
1/29/2024,232,9646,1
1/29/2024,309,8000,0
1/29/2024,119,15050,1
1/29/2024,475,10901,0
1/29/2024,319,8985,1
1/29/2024,107,3533,1
1/29/2024,9,23550,1
1/29/2024,160,5923,0
1/29/2024,327,12331,1
1/29/2024,22,3486,1
1/29/2024,333,10739,1
1/29/2024,168,8199,1
1/29/2024,167,26001,1
1/29/2024,612,37195,1
1/29/2024,404,13326,1
1/29/2024,154,4018,0
1/29/2024,118,4194,1
1/29/2024,414,15026,1
1/29/2024,8,9009,0
1/29/2024,413,10379,1
1/29/2024,440,5277,0
1/29/2024,17,6693,1
1/29/2024,607,63366,1
1/29/2024,622,18679,1
1/29/2024,321,4792,1
1/29/2024,303,6758,0
1/29/2024,602,58000,1
1/29/2024,306,6325,0
1/29/2024,397,31971,0
1/29/2024,323,6659,1
1/29/2024,277,10774,1
1/29/2024,169,11570,1
1/29/2024,164,49091,1
1/29/2024,398,19920,0
1/29/2024,326,4028,1
1/29/2024,165,13505,1
1/29/2024,157,6832,0
1/29/2024,300,4633,0
1/29/2024,476,14414,0
1/29/2024,399,24068,0
1/29/2024,477,20079,0
1/29/2024,307,11621,0
1/29/2024,438,6360,0
1/29/2024,14,12103,1
1/29/2024,609,29563,1
1/29/2024,143,5547,0
1/29/2024,614,46556,1
1/29/2024,305,9049,0
1/29/2024,144,3849,0
1/29/2024,20,3907,1
1/29/2024,103,1846,1
1/29/2024,392,14857,0
1/29/2024,159,7780,0
1/29/2024,314,12429,0
1/29/2024,409,6622,1
1/29/2024,325,2785,1
1/29/2024,329,4068,1
1/29/2024,222,3127,0
1/29/2024,324,8344,1
1/29/2024,393,7891,0
1/29/2024,297,1750,0
1/29/2024,146,5924,0
1/29/2024,220,1740,0
1/29/2024,436,1985,0
1/29/2024,311,11165,0
1/29/2024,328,9583,1
1/29/2024,224,3582,1
1/29/2024,16,10878,1
1/29/2024,605,17355,0
1/29/2024,162,11782,1
1/29/2024,152,3757,0
1/29/2024,407,11587,1
1/29/2024,610,97209,1
1/29/2024,628,50545,1
1/29/2024,10,13429,1
1/29/2024,318,43196,1
1/29/2024,313,24796,0
1/29/2024,396,12467,0
1/29/2024,158,7297,0
1/29/2024,437,1904,0
1/29/2024,394,6095,0
1/29/2024,618,27053,1
1/29/2024,156,2807,0
1/29/2024,231,15171,1
1/29/2024,155,4621,0
1/29/2024,601,26521,1
1/29/2024,625,16856,1
1/29/2024,320,8614,1
1/29/2024,441,3928,0
1/29/2024,150,1599,0
1/29/2024,619,23866,1
1/29/2024,635,15307,1
1/29/2024,296,3136,0
1/29/2024,228,15994,1
1/29/2024,299,4212,0
1/29/2024,145,2688,0
1/29/2024,276,17327,1
1/29/2024,298,4044,0
1/29/2024,223,7023,0
1/29/2024,149,2446,0
1/29/2024,312,9046,0
1/3/2024,224,4797,1
1/3/2024,231,18861,1
1/3/2024,611,139801,1
1/3/2024,158,6904,0
1/3/2024,619,26315,1
1/3/2024,320,9518,1
1/3/2024,325,3282,1
1/3/2024,316,19959,1
1/3/2024,276,20483,1
1/3/2024,149,2514,0
1/3/2024,310,22527,0
1/3/2024,303,6749,0
1/3/2024,107,4569,1
1/3/2024,103,2242,1
1/3/2024,327,12705,1
1/3/2024,609,37971,1
1/3/2024,309,8090,0
1/3/2024,312,9711,0
1/3/2024,155,4799,0
1/3/2024,328,14715,1
1/3/2024,612,42630,1
1/3/2024,625,19706,1
1/3/2024,8,11893,0
1/3/2024,438,6600,0
1/3/2024,398,19311,0
1/3/2024,234,11780,1
1/3/2024,623,31525,1
1/3/2024,232,11476,1
1/3/2024,477,20470,0
1/3/2024,624,41099,1
1/3/2024,441,4368,0
1/3/2024,168,9933,1
1/3/2024,297,1645,0
1/3/2024,319,9177,1
1/3/2024,471,20424,1
1/3/2024,313,26398,0
1/3/2024,405,15302,1
1/3/2024,143,5588,0
1/3/2024,228,17573,1
1/3/2024,9,24068,1
1/3/2024,14,12793,1
1/3/2024,152,3189,0
1/3/2024,306,4765,0
1/3/2024,605,16122,0
1/3/2024,151,14050,0
1/3/2024,323,7747,1
1/3/2024,475,11305,0
1/3/2024,635,21652,1
1/3/2024,318,51602,1
1/3/2024,157,6779,0
1/3/2024,614,44843,1
1/3/2024,622,20374,1
1/3/2024,436,2177,0
1/3/2024,223,6965,0
1/3/2024,162,16420,1
1/3/2024,628,58075,1
1/3/2024,396,12643,0
1/3/2024,299,4371,0
1/3/2024,22,3578,1
1/3/2024,153,16024,0
1/3/2024,607,73912,1
1/3/2024,329,5072,1
1/3/2024,305,7234,0
1/3/2024,314,14094,0
1/3/2024,409,8619,1
1/3/2024,392,14431,0
1/3/2024,311,11747,0
1/3/2024,304,5978,0
1/3/2024,403,19108,1
1/3/2024,119,15842,1
1/3/2024,13,8128,1
1/3/2024,296,3068,0
1/3/2024,159,10721,0
1/3/2024,301,6812,0
1/3/2024,150,1582,0
1/3/2024,308,7311,0
1/3/2024,165,13757,1
1/3/2024,399,14976,0
1/3/2024,476,15147,0
1/3/2024,16,9437,1
1/3/2024,324,9314,1
1/3/2024,407,10309,1
1/3/2024,17,9130,1
1/3/2024,146,5875,0
1/3/2024,395,8125,0
1/3/2024,154,4231,0
1/3/2024,145,2979,0
1/3/2024,333,13329,1
1/3/2024,220,1853,0
1/3/2024,225,42047,1
1/3/2024,326,4349,1
1/3/2024,439,7520,0
1/3/2024,147,6764,0
1/3/2024,321,5426,1
1/3/2024,440,5888,0
1/3/2024,602,62040,1
1/3/2024,618,32589,1
1/3/2024,601,29123,1
1/3/2024,156,2798,0
1/3/2024,613,39926,1
1/3/2024,144,3899,0
1/3/2024,437,1931,0
1/3/2024,160,6714,0
1/3/2024,20,3797,1
1/3/2024,169,12754,1
1/3/2024,298,4153,0
1/3/2024,164,57564,1
1/3/2024,397,31253,0
1/3/2024,277,13455,1
1/3/2024,118,4260,1
1/3/2024,167,26421,1
1/3/2024,307,6049,0
1/3/2024,393,7736,0
1/3/2024,610,109300,1
1/3/2024,404,13499,1
1/3/2024,300,4722,0
1/3/2024,394,6028,0
1/3/2024,413,11529,1
1/3/2024,10,19290,1
1/3/2024,222,3569,0
1/3/2024,414,17609,1
1/30/2024,394,6463,0
1/30/2024,326,4821,1
1/30/2024,321,6248,1
1/30/2024,107,4534,1
1/30/2024,325,4339,1
1/30/2024,320,10159,1
1/30/2024,118,4886,1
1/30/2024,20,4287,1
1/30/2024,167,30227,1
1/30/2024,169,14053,1
1/30/2024,601,31595,1
1/30/2024,119,16606,1
1/30/2024,323,7609,1
1/30/2024,103,2056,1
1/30/2024,158,8085,0
1/30/2024,398,21964,0
1/30/2024,602,71990,1
1/30/2024,228,19443,1
1/30/2024,16,12667,1
1/30/2024,143,5924,0
1/30/2024,329,4961,1
1/30/2024,310,25060,0
1/30/2024,149,2536,0
1/30/2024,152,3912,0
1/30/2024,307,13013,0
1/30/2024,304,6006,0
1/30/2024,635,18267,1
1/30/2024,613,41557,1
1/30/2024,439,7833,0
1/30/2024,392,15539,0
1/30/2024,327,15600,1
1/30/2024,22,3904,1
1/30/2024,309,8513,0
1/30/2024,623,29346,1
1/30/2024,610,116951,1
1/30/2024,607,73936,1
1/30/2024,319,10333,1
1/30/2024,625,20170,1
1/30/2024,298,4045,0
1/30/2024,301,6808,0
1/30/2024,618,33479,1
1/30/2024,313,27721,0
1/30/2024,397,34892,0
1/30/2024,405,21991,1
1/30/2024,311,13040,0
1/30/2024,162,15070,1
1/30/2024,146,6573,0
1/30/2024,299,4460,0
1/30/2024,165,15553,1
1/30/2024,611,137645,1
1/30/2024,393,9070,0
1/30/2024,316,18875,1
1/30/2024,156,3007,0
1/30/2024,164,58949,1
1/30/2024,144,4250,0
1/30/2024,476,16865,0
1/30/2024,154,4383,0
1/30/2024,306,6818,0
1/30/2024,403,21323,1
1/30/2024,9,27339,1
1/30/2024,318,54375,1
1/30/2024,477,22949,0
1/30/2024,8,10732,0
1/30/2024,225,39252,1
1/30/2024,628,63233,1
1/30/2024,232,11441,1
1/30/2024,17,7735,1
1/30/2024,160,6096,0
1/30/2024,409,7296,1
1/30/2024,300,5047,0
1/30/2024,407,12733,1
1/30/2024,324,10790,1
1/30/2024,297,1820,0
1/30/2024,13,8879,1
1/30/2024,308,8496,0
1/30/2024,624,44594,1
1/30/2024,231,16163,1
1/30/2024,475,12303,0
1/30/2024,619,27008,1
1/30/2024,395,8312,0
1/30/2024,277,12499,1
1/30/2024,147,7191,0
1/30/2024,414,17843,1
1/30/2024,437,1835,0
1/30/2024,441,4388,0
1/30/2024,151,16261,0
1/30/2024,145,3014,0
1/30/2024,312,10410,0
1/30/2024,436,2119,0
1/30/2024,234,10530,1
1/30/2024,220,1678,0
1/30/2024,155,5012,0
1/30/2024,404,15791,1
1/30/2024,150,1664,0
1/30/2024,413,12632,1
1/30/2024,305,9246,0
1/30/2024,440,5800,0
1/30/2024,314,16126,0
1/30/2024,614,54325,1
1/30/2024,276,20591,1
1/30/2024,612,44829,1
1/30/2024,296,3182,0
1/30/2024,223,7800,0
1/30/2024,438,6635,0
1/30/2024,153,18173,0
1/30/2024,159,8022,0
1/30/2024,10,16914,1
1/30/2024,471,18234,1
1/30/2024,396,13463,0
1/30/2024,609,35543,1
1/30/2024,605,19044,0
1/30/2024,328,12400,1
1/30/2024,303,6838,0
1/30/2024,399,24627,0
1/30/2024,168,10499,1
1/30/2024,622,20571,1
1/30/2024,157,7124,0
1/30/2024,333,13976,1
1/30/2024,14,14548,1
1/30/2024,224,4367,1
1/30/2024,222,3348,0
1/31/2024,311,13156,0
1/31/2024,232,12139,1
1/31/2024,10,17272,1
1/31/2024,396,14509,0
1/31/2024,327,15900,1
1/31/2024,308,9125,0
1/31/2024,318,50937,1
1/31/2024,151,17530,0
1/31/2024,392,15727,0
1/31/2024,398,22086,0
1/31/2024,316,18563,1
1/31/2024,313,28006,0
1/31/2024,153,19011,0
1/31/2024,624,44792,1
1/31/2024,167,31162,1
1/31/2024,614,54649,1
1/31/2024,160,6497,0
1/31/2024,234,10885,1
1/31/2024,156,3123,0
1/31/2024,618,34213,1
1/31/2024,314,16520,0
1/31/2024,439,8803,0
1/31/2024,325,4389,1
1/31/2024,228,19045,1
1/31/2024,119,18292,1
1/31/2024,323,7907,1
1/31/2024,168,10413,1
1/31/2024,440,6125,0
1/31/2024,158,8373,0
1/31/2024,169,13864,1
1/31/2024,312,10534,0
1/31/2024,397,34679,0
1/31/2024,305,9421,0
1/31/2024,329,5134,1
1/31/2024,399,23324,0
1/31/2024,225,39548,1
1/31/2024,223,7626,0
1/31/2024,613,41128,1
1/31/2024,611,141129,1
1/31/2024,16,12844,1
1/31/2024,328,12378,1
1/31/2024,607,72982,1
1/31/2024,306,7191,0
1/31/2024,324,10820,1
1/31/2024,628,63808,1
1/31/2024,145,3262,0
1/31/2024,619,27699,1
1/31/2024,405,23026,1
1/31/2024,476,17383,0
1/31/2024,635,18072,1
1/31/2024,8,10825,0
1/31/2024,103,2075,1
1/31/2024,394,6756,0
1/31/2024,602,73350,1
1/31/2024,307,13518,0
1/31/2024,414,17803,1
1/31/2024,404,15816,1
1/31/2024,154,4779,0
1/31/2024,14,14448,1
1/31/2024,165,16001,1
1/31/2024,220,1949,0
1/31/2024,301,7063,0
1/31/2024,155,5293,0
1/31/2024,610,119251,1
1/31/2024,296,3325,0
1/31/2024,162,15181,1
1/31/2024,395,8413,0
1/31/2024,409,7579,1
1/31/2024,297,1859,0
1/31/2024,326,4979,1
1/31/2024,159,8103,0
1/31/2024,319,10301,1
1/31/2024,149,2815,0
1/31/2024,300,5118,0
1/31/2024,438,7053,0
1/31/2024,146,6705,0
1/31/2024,309,8790,0
1/31/2024,407,12968,1
1/31/2024,150,1791,0
1/31/2024,22,3858,1
1/31/2024,144,4398,0
1/31/2024,333,14135,1
1/31/2024,224,4357,1
1/31/2024,436,2277,0
1/31/2024,222,3425,0
1/31/2024,437,2030,0
1/31/2024,13,8769,1
1/31/2024,299,4660,0
1/31/2024,441,4351,0
1/31/2024,303,7188,0
1/31/2024,107,4411,1
1/31/2024,9,27160,1
1/31/2024,612,45055,1
1/31/2024,276,20335,1
1/31/2024,20,4297,1
1/31/2024,321,6176,1
1/31/2024,601,32402,1
1/31/2024,625,20504,1
1/31/2024,320,10359,1
1/31/2024,413,13049,1
1/31/2024,17,7721,1
1/31/2024,277,13276,1
1/31/2024,118,5178,1
1/31/2024,609,36658,1
1/31/2024,622,20740,1
1/31/2024,143,6104,0
1/31/2024,403,21399,1
1/31/2024,605,18821,0
1/31/2024,304,6237,0
1/31/2024,475,12799,0
1/31/2024,164,54919,1
1/31/2024,157,7683,0
1/31/2024,310,25827,0
1/31/2024,147,7505,0
1/31/2024,152,4214,0
1/31/2024,471,17874,1
1/31/2024,298,4353,0
1/31/2024,477,22984,0
1/31/2024,393,9107,0
1/31/2024,231,17111,1
1/31/2024,623,29059,1
1/4/2024,276,20309,1
1/4/2024,300,4644,0
1/4/2024,167,31542,1
1/4/2024,118,4543,1
1/4/2024,149,2734,0
1/4/2024,396,13470,0
1/4/2024,297,1224,0
1/4/2024,303,5895,0
1/4/2024,441,3079,0
1/4/2024,323,4740,1
1/4/2024,628,62802,1
1/4/2024,107,4772,1
1/4/2024,325,1717,1
1/4/2024,305,5662,0
1/4/2024,304,4641,0
1/4/2024,394,6413,0
1/4/2024,320,4984,1
1/4/2024,234,11715,1
1/4/2024,409,8832,1
1/4/2024,151,15909,0
1/4/2024,625,20445,1
1/4/2024,314,6454,0
1/4/2024,622,20311,1
1/4/2024,154,5122,0
1/4/2024,9,25320,1
1/4/2024,298,3716,0
1/4/2024,152,4448,0
1/4/2024,607,80509,1
1/4/2024,438,5361,0
1/4/2024,477,21718,0
1/4/2024,309,4904,0
1/4/2024,10,21502,1
1/4/2024,277,14408,1
1/4/2024,8,11982,0
1/4/2024,316,6724,1
1/4/2024,609,38709,1
1/4/2024,329,4055,1
1/4/2024,312,5663,0
1/4/2024,327,9411,1
1/4/2024,301,6047,0
1/4/2024,17,9196,1
1/4/2024,228,19160,1
1/4/2024,439,5438,0
1/4/2024,225,44130,1
1/4/2024,397,36162,0
1/4/2024,313,14227,0
1/4/2024,164,66877,1
1/4/2024,403,19779,1
1/4/2024,319,4914,1
1/4/2024,618,36081,1
1/4/2024,220,1838,0
1/4/2024,321,3052,1
1/4/2024,328,11124,1
1/4/2024,436,1723,0
1/4/2024,398,21907,0
1/4/2024,326,2740,1
1/4/2024,232,12125,1
1/4/2024,165,16558,1
1/4/2024,231,18743,1
1/4/2024,156,4005,0
1/4/2024,407,10832,1
1/4/2024,414,18090,1
1/4/2024,13,8891,1
1/4/2024,22,4470,1
1/4/2024,395,8204,0
1/4/2024,153,19156,0
1/4/2024,624,47079,1
1/4/2024,146,6396,0
1/4/2024,611,136466,1
1/4/2024,471,19147,1
1/4/2024,14,13434,1
1/4/2024,613,40968,1
1/4/2024,222,3571,0
1/4/2024,307,2879,0
1/4/2024,299,4110,0
1/4/2024,318,41939,1
1/4/2024,324,6157,1
1/4/2024,157,10220,0
1/4/2024,158,10115,0
1/4/2024,296,2762,0
1/4/2024,168,11487,1
1/4/2024,103,2449,1
1/4/2024,333,9342,1
1/4/2024,476,16100,0
1/4/2024,392,15836,0
1/4/2024,224,4671,1
1/4/2024,20,4448,1
1/4/2024,413,13594,1
1/4/2024,144,4345,0
1/4/2024,147,7049,0
1/4/2024,145,3172,0
1/4/2024,399,15359,0
1/4/2024,623,32127,1
1/4/2024,405,15850,1
1/4/2024,308,4261,0
1/4/2024,143,6109,0
1/4/2024,601,26687,1
1/4/2024,605,16425,0
1/4/2024,404,13760,1
1/4/2024,155,8137,0
1/4/2024,440,4525,0
1/4/2024,619,27650,1
1/4/2024,150,1881,0
1/4/2024,223,7255,0
1/4/2024,437,1565,0
1/4/2024,119,15900,1
1/4/2024,310,13489,0
1/4/2024,610,110184,1
1/4/2024,614,50981,1
1/4/2024,311,6493,0
1/4/2024,160,13594,0
1/4/2024,475,11643,0
1/4/2024,162,20156,1
1/4/2024,306,2884,0
1/4/2024,602,63463,1
1/4/2024,393,7911,0
1/4/2024,169,15349,1
1/4/2024,635,19930,1
1/4/2024,612,42798,1
1/4/2024,159,13484,0
1/4/2024,16,9925,1
1/5/2024,155,13093,0
1/5/2024,404,12414,1
1/5/2024,118,4520,1
1/5/2024,222,3341,0
1/5/2024,13,8061,1
1/5/2024,395,8175,0
1/5/2024,403,18094,1
1/5/2024,394,6842,0
1/5/2024,316,714,1
1/5/2024,299,2976,0
1/5/2024,119,16968,1
1/5/2024,298,2981,0
1/5/2024,146,6682,0
1/5/2024,162,20204,1
1/5/2024,614,48516,1
1/5/2024,156,5811,0
1/5/2024,159,15632,0
1/5/2024,409,8345,1
1/5/2024,150,3041,0
1/5/2024,607,73669,1
1/5/2024,276,16236,1
1/5/2024,624,37093,1
1/5/2024,147,7104,0
1/5/2024,625,20971,1
1/5/2024,303,2976,0
1/5/2024,305,2286,0
1/5/2024,158,12946,0
1/5/2024,151,19484,0
1/5/2024,297,997,0
1/5/2024,613,37315,1
1/5/2024,312,142,0
1/5/2024,436,3,0
1/5/2024,437,91,0
1/5/2024,306,315,0
1/5/2024,308,537,0
1/5/2024,224,4168,1
1/5/2024,309,266,0
1/5/2024,441,132,0
1/5/2024,310,1323,0
1/5/2024,313,1176,0
1/5/2024,440,326,0
1/5/2024,619,26230,1
1/5/2024,103,2458,1
1/5/2024,220,1875,0
1/5/2024,320,4678,1
1/5/2024,328,8426,1
1/5/2024,165,16351,1
1/5/2024,314,270,0
1/5/2024,476,14990,0
1/5/2024,329,2941,1
1/5/2024,16,9012,1
1/5/2024,602,59810,1
1/5/2024,399,15002,0
1/5/2024,144,5088,0
1/5/2024,413,10205,1
1/5/2024,20,4223,1
1/5/2024,319,4671,1
1/5/2024,439,454,0
1/5/2024,318,26867,1
1/5/2024,311,260,0
1/5/2024,143,7819,0
1/5/2024,622,18218,1
1/5/2024,414,15018,1
1/5/2024,323,5007,1
1/5/2024,396,13452,0
1/5/2024,393,8858,0
1/5/2024,223,6582,0
1/5/2024,17,8426,1
1/5/2024,277,13106,1
1/5/2024,225,34774,1
1/5/2024,8,10767,0
1/5/2024,234,11977,1
1/5/2024,231,19305,1
1/5/2024,152,6096,0
1/5/2024,168,9491,1
1/5/2024,618,35671,1
1/5/2024,154,6610,0
1/5/2024,9,24037,1
1/5/2024,300,3382,0
1/5/2024,327,6931,1
1/5/2024,22,3978,1
1/5/2024,10,19694,1
1/5/2024,228,16263,1
1/5/2024,609,32476,1
1/5/2024,407,10765,1
1/5/2024,307,228,0
1/5/2024,301,4573,0
