transit_date,station_complex_id,station_ridership
2/5/2025,609,41845
2/5/2025,611,156444
2/5/2025,612,48559
2/5/2025,614,58199
2/5/2025,618,36398
2/5/2025,619,30979
2/5/2025,622,22425
2/5/2025,625,23559
2/5/2025,8,10819
2/5/2025,9,29258
2/5/2025,276,16650
2/5/2025,296,3747
2/5/2025,304,7113
2/5/2025,309,9728
2/5/2025,324,13913
2/5/2025,394,8223
2/5/2025,635,20275
2/5/2025,220,2089
2/5/2025,223,15349
2/5/2025,305,10046
2/5/2025,307,13973
2/5/2025,313,30158
2/5/2025,318,59752
2/5/2025,328,12790
2/5/2025,392,20227
2/5/2025,404,17309
2/5/2025,440,7574
2/5/2025,441,5829
2/5/2025,601,34243
2/5/2025,602,78539
2/5/2025,628,70261
2/5/2025,107,5032
2/5/2025,149,2964
2/5/2025,20,4340
2/5/2025,319,11004
2/5/2025,397,35469
2/5/2025,436,2490
2/5/2025,623,32325
2/5/2025,143,6438
2/5/2025,144,4527
2/5/2025,234,10800
2/5/2025,298,4573
2/5/2025,329,5801
2/5/2025,399,21623
2/5/2025,475,16314
2/5/2025,610,130343
2/5/2025,613,40384
2/5/2025,624,50302
2/5/2025,150,1867
2/5/2025,22,4272
2/5/2025,308,9863
2/5/2025,398,21540
2/5/2025,103,2772
2/5/2025,145,3342
2/5/2025,327,17012
2/5/2025,159,8344
2/11/2025,107,4956
2/11/2025,150,1764
2/11/2025,152,4711
2/11/2025,155,6026
2/11/2025,16,14070
2/11/2025,165,18117
2/11/2025,167,33128
2/11/2025,222,6263
2/11/2025,223,15439
2/11/2025,298,4263
2/11/2025,305,8650
2/11/2025,307,12540
2/11/2025,310,29705
2/11/2025,313,30208
2/11/2025,314,17478
2/11/2025,316,19670
2/11/2025,320,10603
2/11/2025,321,6296
2/11/2025,324,13116
2/11/2025,326,5107
2/11/2025,329,5679
2/11/2025,392,20876
2/11/2025,396,14725
2/11/2025,407,13263
2/11/2025,475,15040
2/11/2025,607,77263
2/11/2025,614,57368
2/11/2025,618,35282
2/11/2025,623,31170
2/11/2025,624,48910
2/11/2025,635,19493
2/11/2025,9,28380
2/11/2025,143,6417
2/11/2025,153,21246
2/11/2025,158,8911
2/11/2025,159,8484
2/11/2025,318,58939
2/11/2025,328,12014
2/11/2025,399,23034
2/11/2025,403,22321
2/11/2025,413,13856
2/11/2025,414,18290
2/11/2025,471,21287
2/11/2025,602,76387
2/11/2025,609,41189
2/11/2025,610,128131
2/11/2025,612,47963
2/11/2025,625,22567
2/11/2025,103,2732
2/11/2025,13,9303
2/11/2025,147,7760
2/11/2025,164,65059
2/11/2025,277,13871
2/11/2025,299,5442
2/11/2025,306,7179
2/11/2025,308,8337
2/11/2025,323,7873
2/11/2025,325,4364
2/11/2025,395,9961
2/11/2025,605,19486
2/11/2025,619,30203
2/11/2025,17,8015
2/11/2025,304,7658
2/11/2025,394,8534
2/11/2025,601,32906
2/11/2025,149,2816
2/11/2025,146,7203
2/11/2025,220,2112
2/11/2025,224,9783
2/11/2025,225,43324
2/11/2025,611,150478
2/11/2025,628,69469
2/11/2025,145,3204
2/11/2025,20,4060
2/11/2025,22,4278
2/11/2025,234,10402
2/11/2025,437,2193
2/11/2025,144,4560
2/11/2025,154,5339
2/11/2025,157,7759
2/11/2025,160,6332
2/11/2025,231,14912
2/11/2025,296,3719
2/11/2025,436,2274
2/11/2025,439,9209
2/11/2025,613,40221
2/11/2025,622,21364
2/11/2025,8,10728
2/11/2025,441,5300
2/11/2025,297,1927
2/11/2025,327,16780
2/4/2025,107,5056
2/4/2025,13,9494
2/4/2025,144,4629
2/4/2025,147,7030
2/4/2025,155,5755
2/4/2025,167,32680
2/4/2025,232,10654
2/4/2025,234,10777
2/4/2025,276,16655
2/4/2025,296,3786
2/4/2025,298,4570
2/4/2025,300,6012
2/4/2025,307,13612
2/4/2025,310,27603
2/4/2025,314,16516
2/4/2025,323,8100
2/4/2025,325,4312
2/4/2025,328,12545
2/4/2025,392,19937
2/4/2025,394,8322
2/4/2025,397,35364
2/4/2025,407,13432
2/4/2025,413,13561
2/4/2025,414,18715
2/4/2025,436,2527
2/4/2025,437,2392
2/4/2025,441,5511
2/4/2025,471,22216
2/4/2025,602,76570
2/4/2025,605,19783
2/4/2025,607,77826
2/4/2025,609,41083
2/4/2025,610,126401
2/4/2025,611,152602
2/4/2025,612,47761
2/4/2025,614,57242
2/4/2025,618,35320
2/4/2025,619,30131
2/4/2025,622,21861
2/4/2025,624,50360
2/4/2025,628,69809
2/4/2025,635,20353
2/4/2025,8,11531
2/4/2025,143,6538
2/4/2025,159,8570
2/4/2025,16,14436
2/4/2025,164,64719
2/4/2025,17,8233
2/4/2025,303,8084
2/4/2025,304,6952
2/4/2025,313,30193
2/4/2025,318,58935
2/4/2025,326,5113
2/4/2025,329,5748
2/4/2025,409,8389
2/4/2025,613,40874
2/4/2025,623,31709
2/4/2025,625,22747
2/4/2025,9,28094
2/4/2025,145,3256
2/4/2025,149,2925
2/4/2025,152,4482
2/4/2025,168,13037
2/4/2025,169,14519
2/4/2025,20,4267
2/4/2025,277,13443
2/4/2025,306,7483
2/4/2025,327,17161
2/4/2025,476,20034
2/4/2025,220,2059
2/4/2025,222,6020
2/4/2025,299,5480
2/4/2025,312,11721
2/4/2025,321,6476
2/4/2025,154,5076
2/4/2025,305,9957
2/4/2025,404,16796
2/4/2025,231,15214
2/4/2025,601,33585
2/4/2025,157,7759
2/4/2025,162,17054
2/4/2025,225,42936
2/4/2025,153,20033
2/4/2025,22,4299
2/4/2025,308,9971
2/4/2025,405,25247
2/4/2025,439,9751
2/4/2025,118,5454
2/4/2025,399,23067
2/4/2025,150,1861
2/4/2025,160,6664
2/4/2025,223,15321
2/19/2025,404,16898
2/19/2025,103,2219
2/19/2025,151,16182
2/19/2025,155,4965
2/19/2025,156,3056
2/19/2025,157,6802
2/19/2025,162,16229
2/19/2025,164,62176
2/19/2025,167,32537
2/19/2025,17,9034
2/19/2025,220,1736
2/19/2025,223,13869
2/19/2025,225,44971
2/19/2025,276,16015
2/19/2025,297,1621
2/19/2025,298,3826
2/19/2025,307,13998
2/19/2025,308,9155
2/19/2025,313,26935
2/19/2025,314,14482
2/19/2025,323,8538
2/19/2025,324,13428
2/19/2025,325,4193
2/19/2025,328,13108
2/19/2025,333,15046
2/19/2025,392,17437
2/19/2025,413,13192
2/19/2025,436,2078
2/19/2025,437,2127
2/19/2025,438,8007
2/19/2025,440,6467
2/19/2025,471,22135
2/19/2025,476,19114
2/19/2025,601,31557
2/19/2025,602,71297
2/19/2025,609,41568
2/19/2025,610,124633
2/19/2025,611,155981
2/19/2025,613,38713
2/19/2025,618,33468
2/19/2025,622,21025
2/19/2025,628,67784
2/19/2025,635,20747
2/19/2025,119,20225
2/19/2025,152,3650
2/19/2025,159,9277
2/19/2025,299,4644
2/19/2025,305,8878
2/19/2025,311,13416
2/19/2025,312,11500
2/19/2025,318,54428
2/19/2025,397,32963
2/19/2025,399,19966
2/19/2025,403,21412
2/19/2025,409,8697
2/19/2025,414,17276
2/19/2025,619,30098
2/19/2025,625,20669
2/19/2025,8,10877
2/19/2025,107,4694
2/19/2025,14,16063
2/19/2025,149,2554
2/19/2025,228,21131
2/19/2025,231,15127
2/19/2025,300,4868
2/19/2025,319,11799
2/19/2025,407,13439
2/19/2025,439,9390
2/19/2025,441,4605
2/19/2025,605,17206
2/19/2025,612,46511
2/19/2025,623,31415
2/19/2025,624,48255
2/19/2025,10,20250
2/19/2025,169,13916
2/19/2025,234,10065
2/19/2025,327,13864
2/19/2025,607,77423
2/19/2025,144,3985
2/19/2025,146,6492
2/19/2025,326,5365
2/19/2025,398,20827
2/19/2025,614,53353
2/19/2025,9,26932
2/19/2025,222,5527
2/19/2025,296,3141
2/19/2025,306,6915
2/19/2025,16,13680
2/19/2025,168,12066
2/19/2025,20,4105
2/19/2025,394,7381
2/19/2025,145,2835
2/19/2025,143,5801
2/10/2025,107,4282
2/10/2025,143,6113
2/10/2025,145,3068
2/10/2025,164,56529
2/10/2025,167,29211
2/10/2025,169,11702
2/10/2025,225,36327
2/10/2025,231,14787
2/10/2025,276,14135
2/10/2025,296,3623
2/10/2025,298,4170
2/10/2025,300,5412
2/10/2025,304,6476
2/10/2025,306,6607
2/10/2025,307,11321
2/10/2025,314,14437
2/10/2025,318,51385
2/10/2025,320,9409
2/10/2025,328,9486
2/10/2025,393,10024
2/10/2025,398,20312
2/10/2025,413,11229
2/10/2025,414,16340
2/10/2025,436,2321
2/10/2025,471,17842
2/10/2025,601,29339
2/10/2025,602,67486
2/10/2025,607,68731
2/10/2025,609,34288
2/10/2025,610,106262
2/10/2025,613,36194
2/10/2025,614,51108
2/10/2025,619,26366
2/10/2025,624,40792
2/10/2025,628,57949
2/10/2025,635,17739
2/10/2025,9,24267
2/10/2025,103,2491
2/10/2025,144,4234
2/10/2025,149,2838
2/10/2025,155,5309
2/10/2025,22,3576
2/10/2025,222,5894
2/10/2025,305,9391
2/10/2025,316,15484
2/10/2025,319,9702
2/10/2025,397,32146
2/10/2025,407,11474
2/10/2025,441,5266
2/10/2025,612,40734
2/10/2025,618,29529
2/10/2025,622,19924
2/10/2025,150,1716
2/10/2025,151,17067
2/10/2025,310,25932
2/10/2025,399,21766
2/10/2025,440,6935
2/10/2025,623,29197
2/10/2025,625,21103
2/10/2025,299,5314
2/10/2025,333,12678
2/10/2025,392,18825
2/10/2025,147,6999
2/10/2025,159,7479
2/10/2025,17,6840
2/10/2025,297,1846
2/10/2025,323,6929
2/10/2025,326,4220
2/10/2025,327,14977
2/10/2025,223,14187
2/10/2025,8,10074
2/10/2025,118,4791
2/10/2025,156,3267
2/10/2025,20,3706
2/10/2025,308,8298
2/10/2025,321,5338
2/10/2025,394,8424
2/10/2025,395,9533
2/10/2025,437,2374
2/10/2025,605,17977
2/10/2025,224,8977
2/10/2025,234,10053
2/10/2025,611,128536
2/10/2025,152,4352
2/10/2025,409,7328
3/29/2025,10,17210
3/29/2025,118,6712
3/29/2025,119,23409
3/29/2025,14,4769
3/29/2025,143,4461
3/29/2025,146,5106
3/29/2025,147,5268
3/29/2025,151,12625
3/29/2025,153,16820
3/29/2025,155,7818
3/29/2025,158,6557
3/29/2025,159,10359
3/29/2025,16,4735
3/29/2025,162,14494
3/29/2025,165,11518
3/29/2025,167,37015
3/29/2025,169,9770
3/29/2025,17,3987
3/29/2025,20,1901
3/29/2025,224,10969
3/29/2025,228,14249
3/29/2025,277,6835
3/29/2025,297,1121
3/29/2025,298,3204
3/29/2025,299,3816
3/29/2025,300,3859
3/29/2025,301,5784
3/29/2025,304,8392
3/29/2025,307,2846
3/29/2025,308,1605
3/29/2025,311,10261
3/29/2025,313,29099
3/29/2025,314,13809
3/29/2025,316,14861
3/29/2025,318,39978
3/29/2025,319,8717
3/29/2025,320,10240
3/29/2025,326,3099
3/29/2025,333,10556
3/29/2025,394,4802
3/29/2025,404,10892
3/29/2025,405,12122
3/29/2025,438,5943
3/29/2025,471,11809
3/29/2025,477,14532
3/29/2025,602,60795
3/29/2025,609,23837
3/29/2025,611,111770
3/29/2025,619,37383
3/29/2025,628,36565
3/29/2025,635,19735
3/29/2025,8,10840
3/29/2025,103,3668
3/29/2025,107,4576
3/29/2025,13,4140
3/29/2025,145,2515
3/29/2025,234,10120
3/29/2025,276,3536
3/29/2025,303,6290
3/29/2025,306,2332
3/29/2025,309,2111
3/29/2025,312,10269
3/29/2025,323,12224
3/29/2025,325,2531
3/29/2025,328,9175
3/29/2025,393,6735
3/29/2025,395,5210
3/29/2025,397,23410
3/29/2025,403,14125
3/29/2025,407,18516
3/29/2025,436,1753
3/29/2025,439,8027
3/29/2025,440,5394
3/29/2025,476,16710
3/29/2025,607,65745
3/29/2025,622,13457
3/29/2025,624,28282
3/29/2025,625,23540
3/29/2025,156,3459
3/29/2025,164,39763
3/29/2025,231,17032
3/29/2025,305,1786
3/29/2025,310,29150
3/29/2025,409,12456
3/29/2025,605,9818
3/29/2025,610,62234
3/29/2025,618,33131
3/29/2025,149,1951
3/29/2025,152,2457
3/29/2025,168,10381
3/29/2025,220,1322
3/29/2025,324,6179
3/29/2025,441,4270
3/29/2025,613,23262
3/29/2025,614,48725
3/29/2025,623,33883
3/29/2025,154,4052
3/29/2025,22,3725
3/29/2025,223,10050
3/29/2025,232,13806
3/29/2025,296,2327
3/29/2025,321,4315
3/29/2025,327,7771
3/29/2025,392,11901
3/29/2025,398,14698
3/29/2025,475,9905
3/29/2025,601,35179
3/29/2025,9,23434
3/29/2025,222,7143
3/29/2025,396,6713
3/29/2025,399,9137
3/29/2025,437,1528
3/29/2025,144,3947
3/29/2025,150,1274
3/29/2025,225,22114
3/29/2025,329,5177
3/29/2025,157,4485
3/29/2025,612,21598
3/29/2025,160,9450
3/29/2025,413,15
3/29/2025,414,123
2/6/2025,107,4730
2/6/2025,118,5502
2/6/2025,14,14691
2/6/2025,143,6063
2/6/2025,150,1641
2/6/2025,151,16663
2/6/2025,155,5591
2/6/2025,16,13299
2/6/2025,165,17357
2/6/2025,299,5101
2/6/2025,308,9788
2/6/2025,311,14007
2/6/2025,323,7857
2/6/2025,327,15676
2/6/2025,333,14468
2/6/2025,392,18488
2/6/2025,393,10049
2/6/2025,398,21695
2/6/2025,405,23763
2/6/2025,414,16150
2/6/2025,441,5264
2/6/2025,471,18782
2/6/2025,602,70960
2/6/2025,607,71804
2/6/2025,611,140645
2/6/2025,614,53787
2/6/2025,618,35012
2/6/2025,628,61566
2/6/2025,635,17200
2/6/2025,103,2648
2/6/2025,164,57423
2/6/2025,167,32309
2/6/2025,17,7700
2/6/2025,220,1845
2/6/2025,276,14827
2/6/2025,303,7762
2/6/2025,306,7179
2/6/2025,316,18395
2/6/2025,318,51653
2/6/2025,394,7961
2/6/2025,399,21891
2/6/2025,436,2315
2/6/2025,601,32838
2/6/2025,609,37200
2/6/2025,610,113492
2/6/2025,612,44751
2/6/2025,613,38323
2/6/2025,619,29603
2/6/2025,622,19023
2/6/2025,624,43298
2/6/2025,625,23310
2/6/2025,9,27029
2/6/2025,152,4097
2/6/2025,159,9136
2/6/2025,20,3721
2/6/2025,223,14992
2/6/2025,305,9719
2/6/2025,396,14255
2/6/2025,397,34411
2/6/2025,407,13284
2/6/2025,623,29913
2/6/2025,153,19023
2/6/2025,154,4860
2/6/2025,234,9993
2/6/2025,296,3298
2/6/2025,298,4087
2/6/2025,10,20032
2/6/2025,144,4294
2/6/2025,145,3076
2/6/2025,149,2677
2/6/2025,222,5830
2/6/2025,313,28618
2/6/2025,324,11850
2/6/2025,328,10944
2/6/2025,437,2265
2/6/2025,157,7201
2/6/2025,168,11570
2/6/2025,314,15979
2/6/2025,413,12374
2/6/2025,8,10162
2/6/2025,146,6751
2/6/2025,156,3272
2/6/2025,158,8747
2/6/2025,22,3957
2/6/2025,225,38713
2/6/2025,231,13925
2/6/2025,307,13137
2/6/2025,325,3874
2/6/2025,477,25752
2/6/2025,320,10358
2/6/2025,326,4498
1/31/2025,118,5759
1/31/2025,107,4101
1/31/2025,119,22890
1/31/2025,144,4354
1/31/2025,146,6244
1/31/2025,159,9348
1/31/2025,164,50586
1/31/2025,169,11190
1/31/2025,17,6897
1/31/2025,22,3422
1/31/2025,222,5779
1/31/2025,228,17970
1/31/2025,231,15318
1/31/2025,232,12330
1/31/2025,234,10946
1/31/2025,276,12020
1/31/2025,307,12297
1/31/2025,308,10178
1/31/2025,309,9280
1/31/2025,310,24823
1/31/2025,313,27593
1/31/2025,314,15686
1/31/2025,327,13002
1/31/2025,328,8507
1/31/2025,393,9226
1/31/2025,395,9055
1/31/2025,397,33551
1/31/2025,404,14153
1/31/2025,413,9918
1/31/2025,414,14029
1/31/2025,438,8351
1/31/2025,439,9419
1/31/2025,441,5039
1/31/2025,477,23734
1/31/2025,602,67029
1/31/2025,607,66274
1/31/2025,611,126348
1/31/2025,612,37355
1/31/2025,613,34926
1/31/2025,623,29347
1/31/2025,624,35169
1/31/2025,625,23145
1/31/2025,628,51244
1/31/2025,16,11640
1/31/2025,167,31339
1/31/2025,298,4248
1/31/2025,323,8185
1/31/2025,333,11299
1/31/2025,394,8002
1/31/2025,396,13110
1/31/2025,407,12355
1/31/2025,409,8250
1/31/2025,471,15478
1/31/2025,476,18172
1/31/2025,601,31545
1/31/2025,609,31108
1/31/2025,610,92102
1/31/2025,614,45714
1/31/2025,618,33263
1/31/2025,635,15111
1/31/2025,149,2793
1/31/2025,152,3822
1/31/2025,223,13715
1/31/2025,225,33355
1/31/2025,297,1767
1/31/2025,305,8649
1/31/2025,440,6912
1/31/2025,605,17469
1/31/2025,622,16744
1/31/2025,9,22254
1/31/2025,296,3442
1/31/2025,318,44214
1/31/2025,157,6723
1/31/2025,324,8930
1/31/2025,329,4762
1/31/2025,145,2987
1/31/2025,150,1763
1/31/2025,151,15397
1/31/2025,220,2011
1/31/2025,303,7677
1/31/2025,311,13558
1/31/2025,320,9711
1/31/2025,437,2135
1/31/2025,103,2572
1/31/2025,158,8269
1/31/2025,20,3290
1/31/2025,326,3844
1/31/2025,436,2263
1/31/2025,619,27747
1/31/2025,399,19309
1/31/2025,155,5751
2/18/2025,392,16959
2/18/2025,144,4117
2/18/2025,151,15407
2/18/2025,153,17783
2/18/2025,160,6045
2/18/2025,164,62327
2/18/2025,167,29688
2/18/2025,20,3757
2/18/2025,220,1705
2/18/2025,223,13069
2/18/2025,234,9912
2/18/2025,303,7139
2/18/2025,305,8496
2/18/2025,309,8719
2/18/2025,310,23317
2/18/2025,318,54125
2/18/2025,320,9629
2/18/2025,325,3576
2/18/2025,327,13079
2/18/2025,328,12086
2/18/2025,333,14633
2/18/2025,399,20332
2/18/2025,404,15973
2/18/2025,405,22458
2/18/2025,409,8104
2/18/2025,413,12425
2/18/2025,414,16926
2/18/2025,441,4466
2/18/2025,602,66894
2/18/2025,607,75556
2/18/2025,609,39725
2/18/2025,613,37354
2/18/2025,628,63122
2/18/2025,9,25106
2/18/2025,13,9496
2/18/2025,156,2855
2/18/2025,16,13251
2/18/2025,225,43634
2/18/2025,276,15928
2/18/2025,316,18396
2/18/2025,321,5536
2/18/2025,323,7559
2/18/2025,324,12310
2/18/2025,329,5108
2/18/2025,398,19932
2/18/2025,440,6206
2/18/2025,471,20813
2/18/2025,601,30019
2/18/2025,610,121536
2/18/2025,612,44781
2/18/2025,618,31368
2/18/2025,619,29206
2/18/2025,623,31317
2/18/2025,624,45150
2/18/2025,149,2546
2/18/2025,222,5226
2/18/2025,308,8733
2/18/2025,407,12282
2/18/2025,437,2101
2/18/2025,614,50680
2/18/2025,622,19699
2/18/2025,8,10873
2/18/2025,158,7333
2/18/2025,17,8699
2/18/2025,296,3087
2/18/2025,299,4494
2/18/2025,625,19431
2/18/2025,635,20725
2/18/2025,107,4390
2/18/2025,143,5647
2/18/2025,154,4207
2/18/2025,397,31153
2/18/2025,103,2139
2/18/2025,155,4838
2/18/2025,298,3568
2/18/2025,313,26308
2/18/2025,436,2040
2/18/2025,157,6173
2/18/2025,159,9138
2/18/2025,22,3867
2/18/2025,231,14093
2/18/2025,307,13577
2/18/2025,314,14799
2/18/2025,395,8084
2/18/2025,611,149269
2/18/2025,476,18050
1/30/2025,143,6378
1/30/2025,149,2939
1/30/2025,152,4491
1/30/2025,153,19905
1/30/2025,164,61515
1/30/2025,168,12523
1/30/2025,169,13758
1/30/2025,222,6260
1/30/2025,223,15499
1/30/2025,277,14009
1/30/2025,298,4445
1/30/2025,299,5238
1/30/2025,308,10285
1/30/2025,310,27621
1/30/2025,323,8288
1/30/2025,324,13341
1/30/2025,327,17041
1/30/2025,328,11840
1/30/2025,392,19714
1/30/2025,393,9988
1/30/2025,394,8358
1/30/2025,396,14157
1/30/2025,399,23340
1/30/2025,471,21535
1/30/2025,602,75292
1/30/2025,605,18516
1/30/2025,613,39801
1/30/2025,618,36157
1/30/2025,619,31185
1/30/2025,622,21013
1/30/2025,623,30203
1/30/2025,625,23521
1/30/2025,22,4243
1/30/2025,628,66651
1/30/2025,8,10575
1/30/2025,9,27251
1/30/2025,144,4521
1/30/2025,145,3258
1/30/2025,151,17601
1/30/2025,159,8416
1/30/2025,167,33949
1/30/2025,301,8357
1/30/2025,305,10098
1/30/2025,314,17729
1/30/2025,316,19306
1/30/2025,321,6428
1/30/2025,395,10201
1/30/2025,414,18180
1/30/2025,437,2282
1/30/2025,440,7195
1/30/2025,601,35052
1/30/2025,607,77657
1/30/2025,611,146244
1/30/2025,614,57775
1/30/2025,107,5051
1/30/2025,155,5541
1/30/2025,17,7622
1/30/2025,232,12631
1/30/2025,234,11325
1/30/2025,404,17298
1/30/2025,405,24832
1/30/2025,476,20190
1/30/2025,609,41111
1/30/2025,610,123678
1/30/2025,612,47275
1/30/2025,10,19639
1/30/2025,150,1791
1/30/2025,220,1955
1/30/2025,276,16423
1/30/2025,313,30104
1/30/2025,326,5119
1/30/2025,407,13764
1/30/2025,438,8531
1/30/2025,147,7850
1/30/2025,162,17460
1/30/2025,224,10635
1/30/2025,228,22429
1/30/2025,318,56061
1/30/2025,398,22460
1/30/2025,413,13629
1/30/2025,225,44987
1/30/2025,296,3619
1/30/2025,319,10997
1/30/2025,329,5870
1/30/2025,397,34816
1/30/2025,624,47642
1/30/2025,635,20078
1/30/2025,306,7363
1/30/2025,333,15951
1/30/2025,103,2589
1/30/2025,307,14263
1/30/2025,441,5149
1/30/2025,146,6969
1/30/2025,436,2417
2/12/2025,13,9022
2/12/2025,151,15223
2/12/2025,153,18850
2/12/2025,155,5494
2/12/2025,156,3309
2/12/2025,159,8027
2/12/2025,162,16737
2/12/2025,164,60164
2/12/2025,222,6222
2/12/2025,225,41870
2/12/2025,296,3616
2/12/2025,297,1977
2/12/2025,304,6979
2/12/2025,311,14194
2/12/2025,312,11578
2/12/2025,313,29059
2/12/2025,314,16729
2/12/2025,326,4737
2/12/2025,327,13996
2/12/2025,329,5680
2/12/2025,333,15380
2/12/2025,399,14799
2/12/2025,404,16790
2/12/2025,414,16698
2/12/2025,438,8491
2/12/2025,441,5400
2/12/2025,602,75083
2/12/2025,607,75203
2/12/2025,609,39508
2/12/2025,612,46072
2/12/2025,614,51872
2/12/2025,625,22888
2/12/2025,635,17918
2/12/2025,9,27467
2/12/2025,107,4819
2/12/2025,118,5245
2/12/2025,152,3832
2/12/2025,167,33266
2/12/2025,305,8020
2/12/2025,308,9783
2/12/2025,323,8255
2/12/2025,324,13031
2/12/2025,328,11700
2/12/2025,398,21919
2/12/2025,436,2412
2/12/2025,601,33172
2/12/2025,618,34758
2/12/2025,619,30362
2/12/2025,14,14175
2/12/2025,220,2062
2/12/2025,223,13449
2/12/2025,299,5193
2/12/2025,300,5935
2/12/2025,394,8368
2/12/2025,610,121703
2/12/2025,613,38678
2/12/2025,622,19413
2/12/2025,8,10472
2/12/2025,157,7477
2/12/2025,276,15564
2/12/2025,306,7484
2/12/2025,309,9366
2/12/2025,320,10627
2/12/2025,403,21809
2/12/2025,611,145987
2/12/2025,623,29022
2/12/2025,624,44047
2/12/2025,628,66828
2/12/2025,144,4454
2/12/2025,146,6891
2/12/2025,154,4977
2/12/2025,17,8252
2/12/2025,224,9638
2/12/2025,234,10387
2/12/2025,307,13636
2/12/2025,318,56396
2/12/2025,392,18895
2/12/2025,439,9568
2/12/2025,149,2883
2/12/2025,150,1839
2/12/2025,20,3930
2/12/2025,471,19999
2/12/2025,160,6465
2/12/2025,231,14813
2/12/2025,409,8141
2/12/2025,605,18584
2/12/2025,22,4145
2/12/2025,440,7078
2/12/2025,168,12595
2/3/2025,477,24306
2/3/2025,103,2258
2/3/2025,107,4191
2/3/2025,13,7418
2/3/2025,14,13080
2/3/2025,144,4069
2/3/2025,151,16875
2/3/2025,153,18809
2/3/2025,155,5169
2/3/2025,156,2943
2/3/2025,159,7722
2/3/2025,164,55694
2/3/2025,169,11784
2/3/2025,225,35406
2/3/2025,231,14739
2/3/2025,234,9966
2/3/2025,277,11547
2/3/2025,300,5608
2/3/2025,305,9329
2/3/2025,306,6769
2/3/2025,308,8909
2/3/2025,312,10459
2/3/2025,314,13901
2/3/2025,318,51469
2/3/2025,323,7020
2/3/2025,324,10929
2/3/2025,326,4115
2/3/2025,327,15103
2/3/2025,329,4820
2/3/2025,392,18646
2/3/2025,393,9627
2/3/2025,397,32248
2/3/2025,399,21824
2/3/2025,413,11262
2/3/2025,439,9634
2/3/2025,441,5082
2/3/2025,601,28839
2/3/2025,605,17549
2/3/2025,607,67868
2/3/2025,612,40164
2/3/2025,614,50928
2/3/2025,618,30768
2/3/2025,623,28073
2/3/2025,625,20491
2/3/2025,635,17265
2/3/2025,8,9953
2/3/2025,118,4955
2/3/2025,307,12145
2/3/2025,395,9564
2/3/2025,436,2372
2/3/2025,438,8509
2/3/2025,610,104584
2/3/2025,611,125778
2/3/2025,619,26372
2/3/2025,149,2794
2/3/2025,152,4191
2/3/2025,17,6762
2/3/2025,222,5729
2/3/2025,223,14146
2/3/2025,440,6836
2/3/2025,471,18131
2/3/2025,476,17014
2/3/2025,602,65666
2/3/2025,613,36052
2/3/2025,624,41165
2/3/2025,9,23612
2/3/2025,168,10194
2/3/2025,232,9794
2/3/2025,296,3350
2/3/2025,414,16067
2/3/2025,622,20074
2/3/2025,143,5840
2/3/2025,16,11216
2/3/2025,319,9616
2/3/2025,328,9753
2/3/2025,333,12836
2/3/2025,154,4707
2/3/2025,157,7049
2/3/2025,167,28271
2/3/2025,22,3608
2/3/2025,299,5265
2/3/2025,304,6521
2/3/2025,311,12464
2/3/2025,394,7884
2/3/2025,437,2107
2/3/2025,609,34151
2/3/2025,628,56865
2/3/2025,407,11501
2/3/2025,313,27036
2/3/2025,404,14227
2/3/2025,160,6033
1/28/2025,103,2341
1/28/2025,107,4845
1/28/2025,164,62395
1/28/2025,167,32098
1/28/2025,168,12412
1/28/2025,169,13992
1/28/2025,228,22507
1/28/2025,231,15651
1/28/2025,277,13395
1/28/2025,296,3543
1/28/2025,305,10314
1/28/2025,306,7334
1/28/2025,307,13483
1/28/2025,312,11569
1/28/2025,314,16237
1/28/2025,318,58285
1/28/2025,320,10343
1/28/2025,392,19579
1/28/2025,394,8532
1/28/2025,397,34978
1/28/2025,399,22901
1/28/2025,403,22149
1/28/2025,404,16798
1/28/2025,407,13355
1/28/2025,414,18444
1/28/2025,471,20973
1/28/2025,602,75268
1/28/2025,605,19565
1/28/2025,607,78342
1/28/2025,610,126050
1/28/2025,614,56905
1/28/2025,623,31669
1/28/2025,624,48236
1/28/2025,628,68060
1/28/2025,635,19885
1/28/2025,9,26089
1/28/2025,13,9196
1/28/2025,14,14969
1/28/2025,149,2830
1/28/2025,159,8403
1/28/2025,225,45516
1/28/2025,234,10918
1/28/2025,299,5172
1/28/2025,303,7838
1/28/2025,308,9955
1/28/2025,310,27430
1/28/2025,327,16817
1/28/2025,328,12079
1/28/2025,393,10590
1/28/2025,395,10262
1/28/2025,436,2387
1/28/2025,601,32986
1/28/2025,611,145184
1/28/2025,612,47407
1/28/2025,619,30278
1/28/2025,622,21364
1/28/2025,153,19638
1/28/2025,162,16227
1/28/2025,223,15468
1/28/2025,304,6992
1/28/2025,309,9463
1/28/2025,311,14045
1/28/2025,323,7859
1/28/2025,609,41643
1/28/2025,613,39412
1/28/2025,618,34303
1/28/2025,146,7116
1/28/2025,222,6127
1/28/2025,333,15657
1/28/2025,440,7005
1/28/2025,441,5348
1/28/2025,625,22636
1/28/2025,143,6294
1/28/2025,155,5538
1/28/2025,17,7399
1/28/2025,329,5701
1/28/2025,396,14336
1/28/2025,405,24853
1/28/2025,413,13855
1/28/2025,119,21891
1/28/2025,156,3265
1/28/2025,22,4202
1/28/2025,8,10331
1/28/2025,20,4052
1/29/2025,118,5024
