transit_date,station_complex_id,station_ridership
1/18/2025,475,7976
1/18/2025,321,3429
1/18/2025,440,4202
1/18/2025,145,1766
1/18/2025,409,10321
1/18/2025,14,10095
1/18/2025,146,4175
1/18/2025,316,9149
1/18/2025,320,6951
1/18/2025,319,5448
1/18/2025,119,19723
1/18/2025,228,10729
1/18/2025,477,11610
1/18/2025,476,13384
1/18/2025,169,8750
1/18/2025,303,5302
2/16/2025,14,8610
2/16/2025,220,741
2/16/2025,304,4070
2/16/2025,276,3624
2/16/2025,440,3904
2/16/2025,224,1870
2/16/2025,157,2850
2/16/2025,13,7045
2/16/2025,439,4965
2/16/2025,162,13885
2/16/2025,147,3110
2/16/2025,475,6428
2/16/2025,316,9370
2/16/2025,394,3197
2/16/2025,232,8945
2/16/2025,393,4329
2/16/2025,10,15811
2/16/2025,476,10841
2/16/2025,119,15523
2/16/2025,165,8827
2/16/2025,328,4779
2/16/2025,231,12787
2/16/2025,277,7859
2/16/2025,324,3501
2/16/2025,413,4539
2/16/2025,152,1396
2/16/2025,321,2574
2/16/2025,396,4071
2/16/2025,319,4904
2/16/2025,312,8197
2/16/2025,145,1401
2/16/2025,297,601
2/16/2025,326,1940
2/16/2025,150,887
2/16/2025,151,7885
2/16/2025,146,3222
3/2/2025,477,10180
3/2/2025,316,10423
3/2/2025,228,7421
3/2/2025,10,14547
3/2/2025,413,4174
3/2/2025,220,936
3/2/2025,300,3679
3/2/2025,476,11056
3/2/2025,119,15885
3/2/2025,475,6950
3/2/2025,313,19135
3/2/2025,409,6680
3/2/2025,160,3207
3/2/2025,107,1835
3/2/2025,311,9043
3/2/2025,157,2410
3/2/2025,297,1071
3/2/2025,169,6298
3/2/2025,393,4728
3/2/2025,232,8819
3/2/2025,158,2972
3/2/2025,298,3180
3/2/2025,151,8555
3/2/2025,320,5945
3/2/2025,306,3653
3/2/2025,312,9021
3/2/2025,118,4583
3/2/2025,319,4795
3/2/2025,304,4538
3/2/2025,326,1951
3/2/2025,439,5349
3/2/2025,324,4117
1/1/2025,393,3334
1/1/2025,316,12646
1/1/2025,232,9310
1/1/2025,103,2422
1/1/2025,313,14970
1/1/2025,145,1100
1/1/2025,118,3592
1/1/2025,413,4061
1/1/2025,311,6323
1/1/2025,605,5412
1/1/2025,409,6427
1/1/2025,119,10936
1/1/2025,333,4949
1/1/2025,220,929
1/1/2025,392,6845
1/1/2025,403,7460
1/1/2025,398,6197
1/1/2025,439,4341
1/1/2025,394,2472
1/1/2025,14,7912
1/1/2025,10,16703
1/1/2025,168,4844
1/1/2025,147,2844
1/1/2025,156,1583
1/1/2025,407,6153
1/1/2025,301,3492
1/1/2025,165,6933
1/1/2025,396,3554
1/1/2025,324,3882
1/1/2025,224,8205
1/11/2025,333,7163
1/11/2025,438,5831
1/11/2025,146,2333
1/11/2025,8,7277
1/11/2025,224,8110
1/11/2025,303,7115
1/11/2025,475,9119
1/11/2025,477,14273
1/11/2025,319,6240
1/11/2025,147,2675
1/11/2025,329,3767
1/11/2025,151,5082
1/11/2025,10,16105
1/11/2025,405,9214
1/11/2025,162,10535
1/11/2025,476,15888
1/11/2025,165,8761
1/11/2025,232,11867
1/11/2025,321,4349
1/11/2025,392,10494
1/11/2025,316,15660
1/11/2025,118,5448
1/11/2025,310,24317
1/11/2025,605,9187
1/11/2025,312,11965
1/11/2025,145,1040
1/11/2025,309,7932
1/11/2025,396,6184
1/26/2025,232,9827
1/26/2025,22,1457
1/26/2025,146,31
1/26/2025,14,7767
1/26/2025,300,3570
1/26/2025,394,3703
1/26/2025,309,6038
1/26/2025,298,2945
1/26/2025,405,7182
1/26/2025,228,9086
1/26/2025,316,8684
1/26/2025,301,6099
1/26/2025,17,7847
1/26/2025,476,10097
1/26/2025,325,1706
1/26/2025,319,4726
1/26/2025,168,5684
1/26/2025,156,1660
1/26/2025,162,8600
1/26/2025,158,2826
1/26/2025,440,4197
1/26/2025,438,4104
1/26/2025,118,3022
1/26/2025,329,2772
1/26/2025,312,8442
1/26/2025,407,8478
1/26/2025,20,1044
1/26/2025,299,4007
1/4/2025,16,10102
1/4/2025,300,3884
1/4/2025,605,8833
1/4/2025,316,19441
1/4/2025,232,11292
1/4/2025,311,10955
1/4/2025,310,22954
1/4/2025,395,4323
1/4/2025,309,7382
1/4/2025,301,6286
1/4/2025,404,8386
1/4/2025,220,847
1/4/2025,145,1102
1/4/2025,475,8299
1/4/2025,299,3963
1/4/2025,144,1809
1/4/2025,297,939
1/4/2025,437,1637
1/4/2025,477,12316
1/4/2025,162,10278
1/4/2025,440,5832
1/4/2025,147,3038
1/4/2025,476,14488
1/4/2025,10,19848
1/19/2025,228,8163
1/19/2025,298,1918
1/19/2025,325,1433
1/19/2025,321,2248
1/19/2025,475,6095
1/19/2025,413,4471
1/19/2025,477,8666
1/19/2025,152,1392
1/19/2025,403,9252
1/19/2025,8,5776
1/19/2025,119,16057
1/19/2025,320,5074
1/19/2025,156,1748
1/19/2025,301,3678
1/19/2025,16,8788
1/19/2025,165,8736
1/19/2025,304,5328
1/19/2025,437,965
1/19/2025,151,7709
1/19/2025,324,3707
1/19/2025,394,3404
1/19/2025,220,820
1/19/2025,17,8700
1/19/2025,232,10825
1/19/2025,476,10063
1/19/2025,10,13988
1/19/2025,311,5465
1/19/2025,20,1054
1/19/2025,319,4230
1/19/2025,393,4593
1/12/2025,118,4278
1/12/2025,301,5730
1/12/2025,153,2877
1/12/2025,321,3103
1/12/2025,333,6067
1/12/2025,319,4433
1/12/2025,228,8419
1/12/2025,9,17278
1/12/2025,312,8985
1/12/2025,405,6549
1/12/2025,320,6679
1/12/2025,477,9949
1/12/2025,224,6290
1/12/2025,396,4659
1/12/2025,234,6976
1/12/2025,309,6052
1/12/2025,440,5075
1/12/2025,146,1628
1/12/2025,232,9056
1/12/2025,311,9142
1/12/2025,13,5316
1/12/2025,392,8499
1/12/2025,476,11512
1/12/2025,438,4756
1/12/2025,299,3543
1/12/2025,231,7764
1/12/2025,10,12527
1/5/2025,319,4867
1/5/2025,476,10493
1/5/2025,232,8420
1/5/2025,14,7207
1/5/2025,303,5748
1/5/2025,403,8158
1/5/2025,405,6304
1/5/2025,477,9191
1/5/2025,409,6926
1/5/2025,311,9294
1/5/2025,10,14688
1/5/2025,396,4252
1/5/2025,297,862
1/5/2025,398,8086
1/5/2025,224,6485
1/5/2025,146,1814
1/5/2025,103,2186
1/5/2025,438,4646
1/5/2025,316,14995
1/5/2025,16,7345
1/5/2025,321,2760
1/5/2025,118,3868
1/5/2025,151,3790
1/5/2025,312,9888
1/5/2025,147,1973
1/5/2025,228,8365
1/5/2025,13,5423
1/5/2025,154,17
1/5/2025,22,1734
1/5/2025,301,5399
4/3/2025,10,21608
4/3/2025,103,3042
4/3/2025,107,5094
4/3/2025,118,5442
4/3/2025,14,15201
4/3/2025,151,18335
4/3/2025,153,21056
4/3/2025,158,9658
4/3/2025,159,10546
4/3/2025,16,13396
4/3/2025,168,12238
4/3/2025,220,2080
4/3/2025,223,15811
4/3/2025,224,11422
4/3/2025,225,47468
4/3/2025,228,22296
4/3/2025,232,12795
4/3/2025,234,12301
4/3/2025,276,15538
4/3/2025,296,3759
4/3/2025,300,5815
4/3/2025,301,8607
4/3/2025,303,7960
4/3/2025,305,8901
4/3/2025,308,10456
4/3/2025,309,9806
4/3/2025,310,28854
4/3/2025,311,14349
4/3/2025,314,16790
4/3/2025,318,59179
4/3/2025,326,4999
4/3/2025,327,16114
4/3/2025,328,12700
4/3/2025,393,11281
4/3/2025,397,37501
4/3/2025,398,22635
4/3/2025,404,17370
4/3/2025,405,23846
4/3/2025,414,19078
4/3/2025,438,9100
4/3/2025,439,10079
4/3/2025,471,16646
4/3/2025,475,15516
4/3/2025,476,20879
4/3/2025,477,26306
4/3/2025,607,84662
4/3/2025,610,126634
4/3/2025,611,154069
4/3/2025,614,58961
4/3/2025,618,38146
4/3/2025,619,33132
4/3/2025,624,49854
4/3/2025,628,70637
4/3/2025,635,20972
4/3/2025,8,11269
4/3/2025,9,28496
4/3/2025,119,22790
4/3/2025,13,9966
4/3/2025,147,7515
4/3/2025,154,5239
4/3/2025,155,6321
4/3/2025,164,64433
4/3/2025,17,8317
4/3/2025,277,16127
4/3/2025,297,1859
4/3/2025,313,31318
4/3/2025,319,11133
4/3/2025,321,6156
4/3/2025,323,9426
4/3/2025,333,16826
4/3/2025,403,22411
4/3/2025,409,8903
4/3/2025,440,6971
4/3/2025,441,5616
4/3/2025,605,18389
4/3/2025,612,47980
4/3/2025,613,41885
4/3/2025,622,22558
4/3/2025,623,33234
4/3/2025,625,25392
4/3/2025,157,8134
4/3/2025,162,18176
4/3/2025,167,37917
4/3/2025,299,5749
4/3/2025,316,20415
4/3/2025,324,13625
4/3/2025,392,21100
4/3/2025,399,22067
4/3/2025,601,36868
4/3/2025,150,1811
4/3/2025,165,18030
4/3/2025,22,4340
4/3/2025,231,18525
4/3/2025,298,4475
4/3/2025,320,10695
4/3/2025,394,8934
4/3/2025,407,13446
4/3/2025,602,78467
4/3/2025,144,4814
4/3/2025,146,7733
4/3/2025,149,2952
4/3/2025,152,4650
4/3/2025,312,11865
4/3/2025,143,6692
4/3/2025,160,8145
4/3/2025,304,7104
4/3/2025,395,10172
4/3/2025,436,2377
4/3/2025,145,3382
4/3/2025,169,14368
4/3/2025,222,6618
4/3/2025,306,7308
4/3/2025,325,4382
4/3/2025,413,14141
4/3/2025,156,3685
4/3/2025,20,4265
4/3/2025,307,14158
4/3/2025,329,5963
4/3/2025,396,14907
4/3/2025,437,2105
4/3/2025,609,42684
3/28/2025,118,5689
3/28/2025,14,12269
3/28/2025,146,7178
3/28/2025,149,2896
3/28/2025,152,4089
3/28/2025,154,5112
3/28/2025,155,6460
3/28/2025,156,3669
3/28/2025,157,7066
3/28/2025,159,10221
3/28/2025,160,7849
3/28/2025,164,53244
3/28/2025,168,10654
3/28/2025,169,11993
3/28/2025,17,9054
3/28/2025,20,3652
3/28/2025,223,14063
3/28/2025,225,37035
3/28/2025,228,19011
3/28/2025,277,12562
3/28/2025,297,1857
3/28/2025,309,9092
3/28/2025,310,26099
3/28/2025,311,13112
3/28/2025,312,11347
3/28/2025,313,30300
3/28/2025,314,15945
3/28/2025,318,47965
3/28/2025,319,10185
3/28/2025,324,9349
3/28/2025,325,3205
3/28/2025,326,4029
3/28/2025,328,9682
3/28/2025,393,10859
3/28/2025,395,9641
3/28/2025,397,33854
3/28/2025,398,20624
3/28/2025,399,18347
3/28/2025,403,19492
3/28/2025,405,17146
3/28/2025,409,9437
3/28/2025,438,8884
3/28/2025,471,15443
3/28/2025,477,23600
3/28/2025,601,33392
3/28/2025,610,96821
3/28/2025,613,36157
3/28/2025,619,31047
3/28/2025,623,34391
3/28/2025,625,24905
3/28/2025,635,19671
3/28/2025,9,24318
3/28/2025,10,20121
3/28/2025,103,3098
3/28/2025,143,6614
3/28/2025,144,4871
3/28/2025,145,3083
3/28/2025,151,16379
3/28/2025,16,10892
3/28/2025,162,17135
3/28/2025,165,16240
3/28/2025,222,6650
3/28/2025,232,13095
3/28/2025,321,5076
3/28/2025,327,12555
3/28/2025,333,11658
3/28/2025,396,13305
3/28/2025,404,14472
3/28/2025,413,10480
3/28/2025,437,2252
3/28/2025,605,17501
3/28/2025,607,76637
3/28/2025,612,38317
3/28/2025,614,49423
3/28/2025,618,36104
3/28/2025,624,38437
3/28/2025,628,56496
3/28/2025,107,4317
3/28/2025,119,23666
3/28/2025,13,9238
3/28/2025,167,34412
3/28/2025,231,19455
3/28/2025,234,12042
3/28/2025,305,8609
3/28/2025,316,17120
3/28/2025,329,5264
3/28/2025,394,8265
3/28/2025,441,5177
3/28/2025,609,34922
3/28/2025,622,18858
3/28/2025,147,7224
3/28/2025,153,20263
3/28/2025,296,3523
3/28/2025,392,18849
3/28/2025,407,11845
3/28/2025,414,15812
3/28/2025,220,2055
3/28/2025,224,10794
3/28/2025,300,5554
3/28/2025,303,7703
3/28/2025,306,6521
3/28/2025,308,9745
3/28/2025,323,9394
3/28/2025,439,10031
3/28/2025,440,7405
3/28/2025,611,138162
3/28/2025,22,3772
3/28/2025,301,8100
3/28/2025,320,9832
3/28/2025,436,2395
3/28/2025,475,13944
3/28/2025,150,1795
3/28/2025,298,4451
3/28/2025,299,5450
3/28/2025,602,68525
3/28/2025,8,9944
3/28/2025,304,6858
3/28/2025,307,12102
3/28/2025,476,18631
3/28/2025,158,8207
3/28/2025,276,10980
4/2/2025,10,21743
4/2/2025,103,2968
4/2/2025,107,5229
4/2/2025,13,9349
4/2/2025,14,15177
4/2/2025,153,21704
4/2/2025,158,9530
4/2/2025,159,9825
4/2/2025,16,13262
4/2/2025,160,7671
4/2/2025,165,18213
4/2/2025,167,36998
4/2/2025,225,49692
4/2/2025,231,17945
4/2/2025,232,12874
4/2/2025,296,3781
4/2/2025,298,4422
4/2/2025,300,5923
4/2/2025,301,8680
4/2/2025,303,7983
4/2/2025,304,7079
4/2/2025,307,14677
4/2/2025,309,9652
4/2/2025,313,31949
4/2/2025,314,17135
4/2/2025,316,21996
4/2/2025,318,60301
4/2/2025,319,11687
4/2/2025,321,6347
4/2/2025,325,4659
4/2/2025,329,6172
4/2/2025,392,20960
4/2/2025,397,36463
4/2/2025,403,23188
4/2/2025,407,14270
4/2/2025,409,8704
4/2/2025,413,14667
4/2/2025,414,19863
4/2/2025,436,2408
4/2/2025,438,9196
4/2/2025,439,10162
4/2/2025,475,15359
4/2/2025,477,27050
4/2/2025,601,36234
4/2/2025,602,79362
4/2/2025,607,85322
4/2/2025,609,45003
4/2/2025,610,131163
4/2/2025,611,160067
4/2/2025,612,49443
4/2/2025,614,59278
4/2/2025,618,37970
4/2/2025,619,33513
4/2/2025,624,51907
4/2/2025,625,24405
4/2/2025,9,27872
4/2/2025,118,5514
4/2/2025,119,22538
4/2/2025,149,3006
4/2/2025,151,18526
4/2/2025,155,6141
4/2/2025,20,4542
4/2/2025,220,2019
4/2/2025,223,15617
4/2/2025,277,15966
4/2/2025,299,5754
4/2/2025,305,8725
4/2/2025,306,7552
4/2/2025,310,29010
4/2/2025,324,14124
4/2/2025,327,17097
4/2/2025,393,11771
4/2/2025,394,8825
4/2/2025,396,15015
4/2/2025,399,20735
4/2/2025,404,17510
4/2/2025,476,21062
4/2/2025,605,19669
4/2/2025,622,23606
4/2/2025,146,7812
4/2/2025,147,7665
4/2/2025,162,18252
4/2/2025,169,14877
4/2/2025,308,10247
4/2/2025,320,11242
4/2/2025,326,5180
4/2/2025,328,13416
4/2/2025,440,7303
4/2/2025,441,5527
4/2/2025,471,19128
4/2/2025,628,73281
4/2/2025,154,5295
4/2/2025,157,8142
4/2/2025,164,64578
4/2/2025,222,6419
4/2/2025,297,1911
4/2/2025,311,14802
4/2/2025,323,9106
4/2/2025,333,16584
4/2/2025,623,33266
4/2/2025,156,3695
4/2/2025,224,12294
4/2/2025,228,23687
4/2/2025,234,11745
4/2/2025,398,22651
4/2/2025,150,1853
4/2/2025,152,4563
4/2/2025,312,12014
4/2/2025,395,10225
4/2/2025,405,25699
4/2/2025,437,2267
4/2/2025,635,21911
4/2/2025,8,10351
4/2/2025,143,6598
4/2/2025,144,4703
4/2/2025,145,3422
4/2/2025,168,12878
4/2/2025,276,16685
4/2/2025,613,41787
4/2/2025,17,7749
4/2/2025,22,4249
4/1/2025,103,2585
4/1/2025,107,5022
4/1/2025,118,5548
4/1/2025,119,21512
4/1/2025,151,18010
4/1/2025,155,6027
4/1/2025,156,3691
4/1/2025,162,17187
4/1/2025,164,65157
4/1/2025,165,17183
4/1/2025,168,12712
4/1/2025,169,14418
4/1/2025,20,4338
4/1/2025,222,6624
4/1/2025,223,15410
4/1/2025,225,48000
4/1/2025,228,22696
4/1/2025,231,17562
4/1/2025,232,11987
4/1/2025,234,11415
4/1/2025,277,14186
4/1/2025,299,5693
4/1/2025,300,6083
4/1/2025,301,8738
4/1/2025,303,7964
4/1/2025,307,13302
4/1/2025,308,9869
4/1/2025,309,9447
4/1/2025,311,14391
4/1/2025,313,32228
4/1/2025,314,17287
4/1/2025,316,20875
4/1/2025,318,60975
4/1/2025,320,10569
4/1/2025,323,8762
4/1/2025,325,4242
4/1/2025,326,5065
4/1/2025,327,17252
4/1/2025,328,13165
4/1/2025,329,6020
4/1/2025,333,16406
4/1/2025,395,10215
4/1/2025,398,22668
4/1/2025,403,22404
4/1/2025,413,14126
4/1/2025,436,2365
4/1/2025,439,10800
4/1/2025,477,26589
4/1/2025,602,77316
4/1/2025,605,18488
4/1/2025,607,83638
4/1/2025,611,154303
4/1/2025,622,22564
4/1/2025,628,71841
4/1/2025,10,21038
4/1/2025,157,8173
4/1/2025,16,13133
4/1/2025,160,7870
4/1/2025,167,35713
4/1/2025,276,16302
4/1/2025,305,8621
4/1/2025,306,7432
4/1/2025,392,20917
4/1/2025,396,14793
4/1/2025,404,16923
4/1/2025,407,13074
4/1/2025,440,6927
4/1/2025,441,5368
4/1/2025,471,22426
4/1/2025,609,43931
4/1/2025,610,129336
4/1/2025,614,59036
4/1/2025,618,35479
4/1/2025,623,31877
4/1/2025,624,51203
4/1/2025,625,23598
4/1/2025,635,21778
4/1/2025,13,9782
4/1/2025,14,15476
4/1/2025,149,2946
4/1/2025,152,4378
4/1/2025,22,4370
4/1/2025,298,4436
4/1/2025,312,11559
4/1/2025,324,13675
4/1/2025,393,11391
4/1/2025,601,35419
4/1/2025,612,47972
4/1/2025,158,9543
4/1/2025,17,8247
4/1/2025,297,1869
4/1/2025,321,6234
4/1/2025,143,6555
4/1/2025,154,5097
4/1/2025,296,3808
4/1/2025,405,23658
4/1/2025,414,19253
4/1/2025,475,15353
4/1/2025,613,41431
4/1/2025,9,27413
4/1/2025,145,3400
4/1/2025,146,7653
4/1/2025,153,21149
4/1/2025,220,2127
4/1/2025,224,11426
4/1/2025,304,6887
4/1/2025,310,28326
4/1/2025,397,36205
4/1/2025,437,2220
4/1/2025,619,32057
4/1/2025,147,7689
4/1/2025,150,1874
4/1/2025,159,9690
4/1/2025,399,21631
4/1/2025,8,11218
4/1/2025,144,4848
4/1/2025,319,11062
4/1/2025,394,8829
4/1/2025,409,8366
4/1/2025,438,9169
4/1/2025,476,20581
3/27/2025,153,21540
3/27/2025,157,7702
3/27/2025,162,18474
3/27/2025,164,64346
3/27/2025,167,35039
3/27/2025,17,8943
3/27/2025,223,15527
3/27/2025,228,22649
3/27/2025,276,15603
3/27/2025,305,9924
3/27/2025,320,10726
3/27/2025,323,9307
3/27/2025,324,13666
3/27/2025,325,4355
3/27/2025,327,15978
3/27/2025,329,6083
3/27/2025,392,20939
3/27/2025,396,14681
3/27/2025,404,16977
3/27/2025,413,13975
3/27/2025,436,2488
3/27/2025,437,2369
3/27/2025,438,9376
3/27/2025,441,5598
3/27/2025,601,35786
3/27/2025,610,127553
3/27/2025,612,47565
3/27/2025,614,58320
3/27/2025,618,38187
3/27/2025,624,49235
3/27/2025,628,70641
3/27/2025,151,18424
3/27/2025,225,47491
3/27/2025,232,13458
3/27/2025,277,15125
3/27/2025,297,1829
3/27/2025,307,13916
3/27/2025,314,16825
3/27/2025,318,59426
3/27/2025,328,12457
3/27/2025,395,10556
3/27/2025,397,35990
3/27/2025,407,12828
3/27/2025,611,155204
3/27/2025,622,22247
3/27/2025,623,33799
3/27/2025,635,22662
3/27/2025,168,13034
3/27/2025,169,13953
3/27/2025,308,9767
3/27/2025,414,19617
3/27/2025,607,85648
3/27/2025,9,27849
3/27/2025,143,7149
3/27/2025,309,9646
3/27/2025,311,14138
3/27/2025,313,31438
3/27/2025,394,9002
3/27/2025,602,75586
3/27/2025,103,3059
3/27/2025,144,5158
3/27/2025,155,6024
3/27/2025,220,2212
3/27/2025,222,6747
3/27/2025,234,12088
3/27/2025,300,5594
3/27/2025,403,22636
3/27/2025,471,20862
3/27/2025,149,2986
3/27/2025,296,3577
3/27/2025,299,5379
3/27/2025,301,8154
3/27/2025,304,6607
3/27/2025,609,42309
3/27/2025,619,31772
3/27/2025,8,11204
3/27/2025,159,10028
3/27/2025,303,7559
3/27/2025,310,27779
3/27/2025,613,42032
3/27/2025,625,24910
3/27/2025,152,4600
3/27/2025,22,4057
3/27/2025,399,22783
3/27/2025,156,3748
3/27/2025,326,4669
3/26/2025,118,5332
3/26/2025,13,9727
3/26/2025,143,7034
3/26/2025,144,4848
3/26/2025,151,18287
3/26/2025,153,21732
3/26/2025,158,8293
3/26/2025,160,7244
3/26/2025,164,65332
3/26/2025,167,33303
3/26/2025,168,12979
3/26/2025,223,15013
3/26/2025,224,11916
3/26/2025,231,18463
3/26/2025,234,11648
3/26/2025,305,10084
3/26/2025,307,13709
3/26/2025,311,14073
3/26/2025,314,17440
3/26/2025,319,11721
3/26/2025,327,17266
3/26/2025,392,20239
3/26/2025,393,11318
3/26/2025,395,10074
3/26/2025,397,33394
3/26/2025,398,21085
3/26/2025,399,20142
3/26/2025,438,9095
3/26/2025,439,10447
3/26/2025,440,7237
3/26/2025,471,21082
3/26/2025,601,34757
3/26/2025,607,84270
3/26/2025,609,43319
3/26/2025,622,22361
3/26/2025,624,51638
3/26/2025,625,24451
3/26/2025,628,72379
3/26/2025,8,11303
3/26/2025,9,28497
3/26/2025,149,3022
3/26/2025,152,4435
3/26/2025,20,4246
3/26/2025,222,6683
3/26/2025,308,9332
3/26/2025,318,60545
3/26/2025,323,8869
3/26/2025,326,4845
3/26/2025,328,13395
3/26/2025,394,8697
3/26/2025,441,5475
3/26/2025,610,127949
3/26/2025,611,157830
3/26/2025,612,48277
3/26/2025,614,57430
3/26/2025,619,30867
3/26/2025,147,7722
3/26/2025,169,14378
3/26/2025,436,2404
3/26/2025,476,19922
3/26/2025,602,76164
3/26/2025,613,41072
3/26/2025,618,36834
3/26/2025,623,33741
3/26/2025,155,5817
3/26/2025,225,49330
3/26/2025,296,3737
3/26/2025,310,27353
3/26/2025,413,14456
3/26/2025,414,19434
3/26/2025,159,9994
3/26/2025,299,5186
3/26/2025,320,10633
3/26/2025,107,5102
3/26/2025,154,5190
3/26/2025,300,5711
3/26/2025,635,21529
3/26/2025,303,7506
3/26/2025,304,6748
3/26/2025,333,16415
3/26/2025,17,8692
3/26/2025,297,1951
3/26/2025,301,8192
3/26/2025,329,5925
3/25/2025,107,5098
3/25/2025,118,5233
3/25/2025,146,7543
3/25/2025,149,2966
3/25/2025,151,18241
3/25/2025,153,21406
3/25/2025,157,7544
3/25/2025,16,11196
3/25/2025,165,17242
3/25/2025,167,32603
3/25/2025,168,13122
3/25/2025,222,6663
3/25/2025,231,18420
3/25/2025,277,14464
3/25/2025,308,9149
3/25/2025,318,60480
3/25/2025,323,8424
3/25/2025,325,4224
3/25/2025,327,16788
3/25/2025,329,5953
3/25/2025,333,16071
3/25/2025,395,10246
3/25/2025,397,33698
3/25/2025,399,21856
3/25/2025,601,35305
3/25/2025,602,77033
3/25/2025,605,18782
3/25/2025,607,83045
3/25/2025,610,125970
3/25/2025,618,36291
3/25/2025,622,22569
3/25/2025,625,23351
3/25/2025,13,9495
3/25/2025,159,9417
3/25/2025,162,17734
3/25/2025,223,14929
3/25/2025,305,10294
3/25/2025,306,7487
3/25/2025,313,29976
3/25/2025,319,11328
3/25/2025,324,13086
3/25/2025,326,4780
3/25/2025,394,8502
3/25/2025,403,22000
3/25/2025,407,11964
3/25/2025,611,152487
3/25/2025,613,40444
3/25/2025,623,33480
3/25/2025,624,50935
3/25/2025,628,71052
3/25/2025,143,7009
3/25/2025,152,4587
3/25/2025,156,3544
3/25/2025,164,65579
3/25/2025,22,4256
3/25/2025,228,22856
3/25/2025,234,11636
3/25/2025,296,3616
3/25/2025,307,12885
3/25/2025,392,20508
3/25/2025,398,21338
3/25/2025,436,2467
3/25/2025,471,23047
3/25/2025,609,43500
3/25/2025,635,23508
3/25/2025,297,1910
3/25/2025,320,10595
3/25/2025,328,13326
3/25/2025,396,13769
3/25/2025,439,10370
3/25/2025,612,47605
3/25/2025,147,7704
3/25/2025,225,48901
3/25/2025,299,5469
3/25/2025,300,5993
3/25/2025,314,16400
3/25/2025,440,7120
3/25/2025,441,5548
3/25/2025,614,58010
3/25/2025,619,30398
3/25/2025,155,5766
3/25/2025,160,7763
3/25/2025,17,7961
3/25/2025,304,6679
3/25/2025,310,26696
3/25/2025,414,19943
3/25/2025,9,27698
3/25/2025,276,16454
3/25/2025,224,11636
3/25/2025,409,8400
3/25/2025,301,8348
3/25/2025,393,11378
3/21/2025,107,4328
3/21/2025,14,13114
3/21/2025,153,20175
3/21/2025,154,4976
3/21/2025,160,7464
3/21/2025,164,54435
3/21/2025,222,6878
3/21/2025,231,19558
3/21/2025,234,12291
3/21/2025,277,12916
3/21/2025,305,8868
3/21/2025,307,7648
3/21/2025,311,12694
3/21/2025,314,15031
3/21/2025,318,48018
3/21/2025,323,9614
3/21/2025,324,9405
3/21/2025,329,5439
3/21/2025,396,13751
3/21/2025,397,33918
3/21/2025,398,20715
3/21/2025,399,18502
3/21/2025,414,15516
3/21/2025,441,5210
3/21/2025,601,34121
3/21/2025,602,69884
3/21/2025,605,16978
3/21/2025,607,76977
3/21/2025,609,34872
3/21/2025,610,97896
3/21/2025,611,136886
3/21/2025,612,38711
3/21/2025,613,35880
3/21/2025,618,36391
3/21/2025,622,18476
3/21/2025,145,3161
3/21/2025,147,7320
3/21/2025,155,5881
3/21/2025,159,10685
3/21/2025,167,35720
3/21/2025,308,8594
3/21/2025,328,9470
3/21/2025,392,18731
3/21/2025,436,2288
3/21/2025,471,16829
3/21/2025,619,32344
3/21/2025,623,35580
3/21/2025,143,6541
3/21/2025,144,4979
3/21/2025,146,7177
3/21/2025,149,2962
3/21/2025,223,13938
3/21/2025,225,37402
3/21/2025,276,11210
3/21/2025,297,1743
3/21/2025,394,8493
3/21/2025,413,11143
3/21/2025,625,25062
3/21/2025,628,56366
3/21/2025,169,12136
3/21/2025,296,3502
3/21/2025,310,24972
3/21/2025,316,16858
3/21/2025,326,4269
3/21/2025,437,2294
3/21/2025,614,47075
3/21/2025,151,16430
3/21/2025,220,2077
3/21/2025,299,5425
3/21/2025,304,6698
3/21/2025,635,18931
3/21/2025,150,1854
3/21/2025,152,3868
3/21/2025,22,3927
3/21/2025,303,7591
3/21/2025,10,19211
3/21/2025,157,6899
3/21/2025,8,9571
3/21/2025,327,12472
3/21/2025,156,3513
3/21/2025,624,39080
3/21/2025,20,3527
3/19/2025,107,5349
3/19/2025,146,7749
3/19/2025,149,2897
3/19/2025,164,65100
3/19/2025,165,17814
3/19/2025,167,37953
3/19/2025,222,6946
3/19/2025,231,19137
3/19/2025,305,9922
3/19/2025,307,8447
3/19/2025,311,13518
3/19/2025,318,58342
3/19/2025,320,10951
3/19/2025,321,6294
3/19/2025,323,8912
3/19/2025,324,13145
3/19/2025,327,16401
3/19/2025,328,13036
3/19/2025,394,8788
3/19/2025,414,19921
3/19/2025,436,2445
3/19/2025,438,9175
3/19/2025,440,7288
3/19/2025,441,5584
3/19/2025,471,21218
3/19/2025,475,14729
3/19/2025,601,36392
3/19/2025,605,18091
3/19/2025,607,84161
3/19/2025,611,158616
3/19/2025,612,47709
3/19/2025,614,56679
3/19/2025,623,35739
3/19/2025,103,3138
3/19/2025,225,49050
3/19/2025,228,23621
3/19/2025,276,16344
3/19/2025,306,5957
3/19/2025,313,31069
3/19/2025,325,4405
3/19/2025,397,33524
3/19/2025,143,6821
3/19/2025,618,38135
3/19/2025,619,33100
3/19/2025,625,24727
3/19/2025,628,72592
3/19/2025,635,23620
3/19/2025,119,22558
3/19/2025,151,18853
3/19/2025,155,5984
3/19/2025,158,8525
3/19/2025,159,9849
3/19/2025,298,4382
3/19/2025,310,26663
3/19/2025,437,2474
3/19/2025,602,80180
3/19/2025,609,45723
